Filter_obj_type_1,Filter_obj_type_2,Filter_obj_type_3,NoFilter_obj_type_1,NoFilter_obj_type_2,NoFilter_obj_type_3,E_laser,time
4932.415821400208,55.72907663024711,9.64737130025975e-06,11549.489595307357,64.84531221463573,1.4669045244211816e-05,9.3,11.4170438501363
119.60479950838906,9.393099806182619,1.3957640193135145e-06,16054.46285115386,118.3034783456834,5.402067268114522e-06,9.4,11.468291178656122
2629.592433490557,37.69647366854895,5.456900126554888e-07,13025.520049612562,107.25980917717679,7.2075736222909665e-06,9.5,11.455140314872066
2158.533671672432,35.86830493853762,1.0676310771094442e-06,15754.972976616411,117.03245403585467,5.501633084372217e-06,9.6,11.53938019182533
6983.659809814938,66.56509582083407,3.425845680858218e-06,12750.857468872784,93.2817366475858,9.367580334153768e-06,9.7,11.750591124532123
125.41273811206047,9.317571993912196,9.46973255186826e-07,16632.06381086328,120.55290022801533,4.813851488596776e-06,9.8,10.561747106413046
1852.5961046831758,34.74582772990186,1.6861444764800298e-07,16108.380352129952,121.97698758579917,4.5347762168627694e-06,9.9,10.536063639695445
16730.18099473138,116.9560780482999,3.1062191522986253e-06,14158.62873338187,96.83312746281459,8.51760213668462e-06,10.0,10.565135588248571
13359.724402174385,88.94047433103796,8.614018578387592e-06,11607.718217677704,53.450682369192904,1.5314544023210235e-05,10.1,10.642501368125279
11437.408865431853,91.44545426359383,4.478628039738776e-06,12570.002481393058,83.78447932632655,1.0400060418303812e-05,10.2,11.141925153384607
4127.676347579029,49.262299122199096,1.1231876950362082e-06,14510.111923553708,112.88360965419855,5.773042363475956e-06,10.3,11.1638054439798
3071.5310064178057,48.034613518938016,1.4209653429793409e-06,14202.844744400516,109.23462631797818,6.279633882449811e-06,10.4,11.304371134750545
987.7131594910976,24.79718758305802,1.8295550980604167e-07,14859.443902597295,116.19603785298077,5.157681778889428e-06,10.5,11.449231098716458
694.6038391250164,22.472596142329394,1.1868289225091522e-06,16059.086114073945,117.86619111824722,4.856602697755432e-06,10.6,11.375016657263041
5015.0957837670585,59.52611013080195,2.257155121008903e-06,14304.72362255179,105.66728854088194,6.6376867375838146e-06,10.7,11.505138205550612
15722.617099779636,94.68271771156651,4.557657336656314e-06,13973.79050751726,86.22941229956791,9.459602765678154e-06,10.8,11.537797017892201
20127.418313771937,110.12739774754203,7.265374452725602e-06,11256.398589647142,50.38276547706906,1.4641454386081103e-05,10.9,11.822076758680245
9118.982050857374,65.70422257721265,2.3976211393628014e-06,15416.058823799947,106.79717589719812,6.292101031546103e-06,11.0,10.58811693744113
7023.628133990284,65.80086289137321,1.107562355045771e-06,16747.33269581718,121.95438692887424,4.04779206698098e-06,11.1,10.596678741338353
9709.188430682725,71.2959355595504,3.75893892006005e-06,14167.642373696899,93.46949006357428,8.086137389633833e-06,11.2,10.602310944969455
5117.442519726929,55.467770075019104,2.736769897121136e-06,13594.442142366655,99.75316567681473,7.123714364749396e-06,11.3,10.620678826297324
17376.626129027496,99.34195921306554,3.273456807827644e-06,16024.294151997947,100.34060006110292,6.978673043797405e-06,11.4,11.166817010939122
11333.634648257517,84.82653050652681,6.296346255602468e-06,15628.396710904268,84.61394772175527,9.108849209178319e-06,11.5,11.186537280865014
8132.287462587519,80.13020542805361,6.177618804352435e-06,12100.80698244106,73.11287052395004,1.061871326001419e-05,11.6,11.090200359188021
7474.790268072067,55.503745997935624,2.7013530639973796e-08,15502.507159062983,120.45452786398678,4.0455847944874695e-06,11.7,11.400128571502865
6890.714803928654,69.79309329281958,4.025503598531729e-06,16587.10783039757,102.70957890139009,6.420478700683981e-06,11.8,11.462342016212641
3971.3084718582536,54.02041458300954,2.264061396783173e-06,16234.20312070861,113.01293773909352,4.9794240508060695e-06,11.9,11.52189994994551
4539.416773329896,52.139099858010724,3.2556420227051176e-06,11131.887466848686,84.68888903840822,8.719308843531955e-06,12.0,11.535513273626567
7648.761628760878,70.81916468154418,4.834572659184271e-06,14674.950949364582,89.4000967188526,8.023480406145968e-06,12.1,11.824249748016397
4655.946111360003,54.085217981481435,2.8345913596815456e-06,13015.564138810747,94.5061760892057,7.287206169574995e-06,12.2,10.552515833638608
11531.867311377322,80.79733137071122,3.959621093946604e-06,14507.766499437872,88.24887475399981,8.042961689629417e-06,12.3,10.575950879231096
3737.238341499919,50.626640753790326,2.0316477481217357e-06,14724.578778145551,106.92047999920263,5.565771930108909e-06,12.4,10.58114636571457
18403.3822507754,98.03622593831685,1.075687255789909e-05,11781.952620905126,22.006711310983974,1.6404138249152968e-05,12.5,10.598681106604635
26051.99655047506,129.2696870947234,5.89153182521329e-06,16504.496675991068,73.61628112885052,9.711951154131186e-06,12.6,11.16231567847232
6466.902320427726,59.31249965835568,2.1461070134788155e-06,14876.520348541542,105.42417409563232,5.623049585909985e-06,12.7,11.197554293026526
12903.22683000924,86.16198659801307,2.710476180891265e-06,14378.38727447177,95.6314228773089,6.804782261631273e-06,12.8,11.31148321783791
12207.696987442105,81.10233312267741,6.2992059384868745e-06,14659.792830234546,71.79309687879403,9.712513023952018e-06,12.9,11.465879568705956
6605.977550753932,55.50771673201328,3.278155282304955e-06,12489.231912767535,87.98109525506729,7.642878853539632e-06,13.0,11.496854370025297
13555.567902682602,88.65069202479566,3.3163521838979888e-06,14872.916001454054,92.73367631113514,7.003324400437426e-06,13.1,11.512144301024575
18490.00397511581,105.33561454446306,1.0974599552248233e-05,15175.248304966315,31.638872143006154,1.436519082085601e-05,13.2,11.591953314592441
2021.1134142840112,36.447662902008574,7.090161382890591e-07,15244.74964233073,116.53051564241542,4.031564535849144e-06,13.3,11.754437384319802
6273.207271852667,62.13440574363494,4.290987402115374e-06,12645.977044919415,81.57273054748562,8.18089177460754e-06,13.4,10.582684306055308
10805.470042417903,83.02813338984603,1.130200411981322e-06,16304.306412366968,115.95765435709488,4.039819341249257e-06,13.5,11.8389522900184
19119.12632566903,120.9818159037298,1.1814308183195601e-05,15880.726182041592,26.579670707061496,1.4538648210054575e-05,13.6,10.616410617281993
3688.067231757271,41.429027630084846,9.51376439130099e-07,9821.22476226579,88.10104486853274,7.238340127213022e-06,13.7,10.60585019234568
8137.759231401343,72.02763446983445,1.0138724816310894e-05,9242.619141369332,25.923445032549267,1.440412481221769e-05,13.8,11.19502947969983
37008.72833597803,175.8220692658594,1.6880343917128623e-05,22414.949571017078,26.272155526088227,2.0316324956501232e-05,13.9,11.214107998088002
24143.073014445505,132.73700514210344,1.3655743095199295e-05,14863.02087005601,11.15031294781275,1.844078282462268e-05,14.0,11.304871332086623
23478.58164247805,129.0412959228825,1.3991981193139876e-05,14697.472982709836,14.794622274757103,1.872406578573846e-05,14.1,11.472489332656066
28365.385865232252,146.07627983577532,1.5911740086439832e-05,16765.760165961667,34.22803771490004,2.078469316385819e-05,14.2,11.436106130853295
51291.102909371184,196.49209736872592,1.989424224142253e-05,28754.287415642088,74.08309597504555,2.510436810586591e-05,14.3,11.766815826793511
,,,,,,14.4,11.737466824737687
37989.504366028814,171.9812652140962,1.8344347989735917e-05,23237.07472759607,53.213176363092,2.2452261804140136e-05,14.5,11.749110933703681
19043.33777462103,112.59239351641065,1.0537327593999922e-05,15192.934191470438,27.74816678422684,1.3414631903167356e-05,14.6,10.538974497343103
17713.504847006156,118.72814986442467,5.163557391839428e-06,14655.070852388855,70.33003053554263,8.682675126415673e-06,14.7,10.52176415733993
26329.371410277658,145.20119444947954,1.462367772671829e-05,18006.867512606776,13.063100295557945,1.765103660204607e-05,14.8,11.550257350256045
25531.394489216556,136.2615502405431,2.3401191823293266e-06,14644.913317427383,93.92976350927883,6.028681704874446e-06,14.9,10.536832437602182
24316.862471058335,118.59642195003164,1.3776933850422162e-05,15826.547712387968,16.681549872952303,1.7802152074436845e-05,15.0,11.495803932038447
30519.66640675337,152.35636672996338,1.5749097466858296e-05,20833.41466673876,26.07641250722591,1.8681015011238315e-05,15.1,11.227715273201465
20509.6931314831,115.03227451295652,6.351887142015591e-06,14745.444730686022,56.10447015045199,9.896407385616533e-06,15.2,11.350182212454577
57583.46961082273,208.42242035146324,9.140085846081192e-06,22611.624623474672,24.491712746568737,1.3141871242608182e-05,15.3,11.494155902167162
,,,,,,15.4,10.431638126137356
38602.2590033911,155.97068889571125,7.93206976556545e-06,18265.03848290769,35.15904903219801,1.1869743048423476e-05,15.5,11.4647454675287
24044.279347158128,120.77505723397479,7.328916817073176e-06,13497.661412432937,33.82553508593979,1.1930600903932435e-05,15.6,11.587470986011128
29886.524787391878,121.91945485611802,1.4075802530827757e-05,19035.271725838993,22.598778266860762,1.7612228061280042e-05,15.7,11.817759387691815
,,,,,,15.8,10.588393399057288
38232.24137925159,148.9099705856127,2.189485010411604e-05,29947.232439851792,85.60322512829856,2.3738886416454424e-05,15.9,10.497298512049019
47675.35420392301,182.5442570972117,1.957533330137083e-05,32204.675611344883,69.87553137563134,2.201573327615661e-05,16.0,10.597180256744226
51669.005147898446,191.62333174805906,2.435203581472305e-05,39830.83224882952,111.68722751638006,2.603951467979685e-05,16.1,10.535490559289853
38302.57882279709,144.07103892402154,1.8293577461635414e-05,27398.27634488616,59.96182291365031,2.0763547505117687e-05,16.2,11.1558190330863
,,,,,,16.3,10.59092429454128
49857.3719022551,182.07201116340502,2.200388073439963e-05,35348.662204145665,106.57085667676301,2.506338422222034e-05,16.4,11.308461021818221
41588.16689541535,171.5253311381162,1.872996736894114e-05,29529.242637006246,63.94592763340046,2.0772861032633326e-05,16.5,11.461535931999485
43348.09190966694,173.78571411854682,4.1266451329021894e-06,17057.506857470016,70.32659038489835,7.689206967096353e-06,16.6,11.547912663966418
64165.3176734621,208.113773426509,2.6762667402271935e-05,51525.14306842114,145.82934346071,2.837925655840289e-05,16.7,11.531507961452007
26130.26805736209,118.26398032215678,1.672352152240616e-05,19931.3509944687,50.429608746458,1.911299880479947e-05,16.8,11.577113093808293
35352.44113371076,163.40564359733662,2.1792265568337643e-05,28090.036542326423,98.88077423765304,2.3592875731838815e-05,16.9,10.487139831669628
28866.88975087905,146.0551757478558,2.170598853420206e-05,23328.056258251887,102.40640400362867,2.3786343366909984e-05,17.0,10.47780058203886
32425.22213575007,153.3583394425827,3.023403069369911e-06,12013.22792475044,63.08674716363227,8.142656784203569e-06,17.1,10.495671940843264
38344.90113394348,156.4367949105428,3.186745839489625e-06,12643.6037377346,59.18595319688664,8.458645373344238e-06,17.2,10.532683958175282
17468.21513924026,81.01252305164476,6.0060012859696715e-06,12102.487402816609,41.0604916079093,1.0088243207221146e-05,17.3,11.740296094305814
33180.127914730976,152.89311584566002,3.238626135076483e-06,13562.979738107644,68.51592428258762,7.502391633006326e-06,17.4,11.166680333515009
80127.07980744391,223.0499125689244,4.1114550257859485e-06,18908.31367097854,56.7923731238059,8.532762107034748e-06,17.5,11.204030734238525
21183.40758188402,98.5428491325456,5.696889731589736e-06,13081.86070982951,40.83600454395305,9.936718586704337e-06,17.6,11.331188394191365
15929.990574310674,93.13761776186374,1.2031288592366683e-05,11453.147407398203,22.179691075450023,1.558421365340404e-05,17.7,11.427930762680868
25418.844971940147,131.50695367330087,4.221555377044e-06,16965.543083849047,77.67791145745025,6.509193659349111e-06,17.8,11.47084272156159
50808.17764221888,172.374514786492,8.605844220299587e-06,21243.7545571948,7.392893975802394,1.2763340966868658e-05,17.9,11.5520857302472
47343.6618597591,188.43864181649144,2.6052509995646293e-06,18603.72251088655,96.4632564226348,4.764920749881197e-06,18.0,11.604226645454764
56892.043981359835,182.14098005672832,3.455459522630323e-06,19418.856733790693,79.30718739764077,6.257097491627666e-06,18.1,10.525411973831554
24438.798581248084,128.66181755559558,6.335140858988177e-06,15768.730913469022,47.21456234992827,9.047663439978707e-06,18.2,10.527652869808177
56171.787539997466,190.70404904524224,4.3892692248261695e-06,17691.3744998245,55.70394296559785,8.255030441973564e-06,18.3,10.547795544440548
78823.00980616626,228.89041165425192,3.537104009442426e-06,24814.488715133564,94.55969952370435,4.827074348757335e-06,18.4,10.53560637893776
41445.39341796647,166.06675779082678,3.4303494855187033e-06,17605.45297510094,79.05999887493263,6.14321476355182e-06,18.5,11.776254336846371
47539.747391708515,179.03478753437753,3.86250539986325e-06,17175.126681753463,66.44015646830165,7.197155889146566e-06,18.6,11.197090825376412
77103.85450519342,258.54812119833116,3.062219116288485e-06,23710.636018160832,100.31644132778578,4.256447925833983e-06,18.7,11.201124669238926
58917.7018646874,204.55837228692917,2.5137926822309155e-06,17648.002362479587,87.74731629130756,5.304891001647421e-06,18.8,11.308529784344136
63143.54863850824,220.4278667614425,3.196748864153096e-06,19335.21896367119,82.29807974351922,5.73872506068981e-06,18.9,11.427048139646649
20769.773409712965,87.67699916084072,7.670723637734481e-06,11260.526643016756,4.342362160210769,1.2281626826741532e-05,19.0,11.49124509325872
55345.85458711169,214.6211211512835,2.758615855758891e-06,18217.681282751506,87.34996137807762,5.2548970428261124e-06,19.1,10.49447860326618
49027.94026603726,191.31783330700904,2.4725994512738416e-06,17359.601442705818,89.1702172606715,5.075645387706972e-06,19.2,10.496453314895431
44396.70307803089,171.77577262616057,3.4648082789548276e-06,16556.82914240163,68.44545999232803,6.76966330438065e-06,19.3,10.491740431201954
56755.230399903885,208.6673197772771,3.2343644252006404e-06,19537.59681062112,84.29254008064045,5.4261173823615486e-06,19.4,11.530738422709208
50380.819407190305,169.72177107697462,4.373226666880727e-06,18333.450661537652,55.32869457721091,7.777857641189057e-06,19.5,10.511319165676833
59926.06693864301,219.10080292768538,3.043478427844367e-06,17320.51112200438,70.92195938873198,6.463623692307215e-06,19.6,11.531757937806349
47438.877876821316,179.04205324557643,4.028221357497114e-06,17955.642800363396,63.24570896827687,7.055064271646234e-06,19.7,11.74220882722487
38723.27759706876,151.89825992077863,3.7742290042656215e-06,16917.977368585627,67.60879662437827,6.666408022521086e-06,19.8,11.125340266960363
31240.15334020532,130.35267773613236,5.594152652374157e-06,15622.93397403004,38.44071398632201,8.981086626152067e-06,19.9,11.153347997988265
40010.40147538322,163.4560092465291,7.203663012882826e-06,21990.13172356035,35.098767352954766,9.203879577622976e-06,20.0,11.302287872694432
